,epoch,loss,energy_mean,energy_std,GS,CI,HF,proposal_width,acceptance_rate,walltime,l2norm,l2norm_energy_grad,alpha,mu,max_update,module,module_name,pi,use_kfac,damping,adapt_damping,damping_adapt_interval,damping_adapt_decay,min_damping,max_damping,l2_reg,gamma,adapt_gamma,gamma_adapt_interval,gamma_adapt_decay,min_gamma,max_gamma,max_epsilon,epsilon,rho,step,precondition_method,quadratic_model,number_of_minres_it,effective_gradients,use_kl_clipping,norm_constraint,kl_max,log_rho,qmodel_change,loss_change
600,600,0.00019898517348337919,0.5962880253791809,0.0008218502043746412,2.0,0.5990672369459673,0.8140145540237427,0.6403886675834656,0.498046875,1.1993710709975858,0.005246282555162907,0.2915002405643463,-0.38919761776924133,-0.05800006538629532,0.0017675895942375064,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,601,VMC,VMC,50,False,False,0.01,1.0,7.641353607177734,-1.6093254e-06,-0.0033664703
601,601,0.000740419898647815,0.5966657996177673,0.000731605221517384,2.0,0.5990672369459673,0.8140145540237427,0.6453105211257935,0.482177734375,0.773008143001789,0.0020621002186089754,0.18002815544605255,-0.3695809543132782,0.13927485048770905,0.000989563879556954,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,602,VMC,VMC,50,False,False,0.01,1.0,7.641353607177734,-1.6093254e-06,-0.0033664703
602,602,0.0004555353370960802,0.597129225730896,0.0004709618806373328,2.0,0.5990672369459673,0.8140145540237427,0.6265783905982971,0.48681640625,0.7755438429994683,0.0028094365261495113,0.48102596402168274,-0.3566962480545044,0.0007407897501252592,0.0012384223518893123,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,603,VMC,VMC,50,False,False,0.01,1.0,7.641353607177734,-1.6093254e-06,-0.0033664703
603,603,0.0011734197614714503,0.5961621403694153,0.0007366213831119239,2.0,0.5990672369459673,0.8140145540237427,0.6573631763458252,0.510986328125,0.7931809549991158,0.002604347886517644,0.1771000623703003,-0.3636775314807892,0.07645270228385925,0.0007579741650260985,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,604,VMC,VMC,50,False,False,0.01,1.0,7.641353607177734,-1.6093254e-06,-0.0033664703
604,604,0.0011482113040983677,0.5962249040603638,0.0006219521164894104,2.0,0.5990672369459673,0.8140145540237427,0.6492024064064026,0.5087890625,0.7885539390008489,0.0030631909612566233,0.22373338043689728,-0.32080861926078796,0.009619578719139099,0.001079189358279109,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,605,VMC,VMC,50,False,False,0.01,1.0,7.641353607177734,-1.6093254e-06,-0.0033664703
605,605,-0.0003919875016435981,0.5970323085784912,0.000564697606023401,2.0,0.5990672369459673,0.8140145540237427,0.6604943871498108,0.505615234375,1.237014108999574,0.002202461240813136,0.23845674097537994,-0.3310483396053314,0.11666090786457062,0.0009622913785278797,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,606,VMC,VMC,50,False,False,0.01,1.0,6.345786094665527,-1.4305115e-06,-0.0008071065
606,606,0.0007048552506603301,0.5954144597053528,0.0009522570762783289,2.0,0.5990672369459673,0.8140145540237427,0.6327031850814819,0.49072265625,0.8055175230001623,0.005950876511633396,0.2211829125881195,-0.4322911500930786,0.18965697288513184,0.003142985515296459,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,607,VMC,VMC,50,False,False,0.01,1.0,6.345786094665527,-1.4305115e-06,-0.0008071065
607,607,0.0010835952125489712,0.595258891582489,0.0007684125448577106,2.0,0.5990672369459673,0.8140145540237427,0.6468514800071716,0.494384765625,0.7990056630005711,0.0035455452743917704,0.6099815368652344,-0.3822619616985321,0.14982247352600098,0.0010283647570759058,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,608,VMC,VMC,50,False,False,0.01,1.0,6.345786094665527,-1.4305115e-06,-0.0008071065
608,608,-0.0007402540068142116,0.5976401567459106,0.0004014565492980182,2.0,0.5990672369459673,0.8140145540237427,0.6541915535926819,0.50244140625,0.8018309159997443,0.0029850315768271685,0.5242177844047546,-0.3364579379558563,0.010328559204936028,0.0011247445363551378,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,609,VMC,VMC,50,False,False,0.01,1.0,6.345786094665527,-1.4305115e-06,-0.0008071065
609,609,0.0015314214397221804,0.5957072377204895,0.0008653822587803006,2.0,0.5990672369459673,0.8140145540237427,0.6388998031616211,0.502685546875,0.8475129870021192,0.002534575294703245,0.14876197278499603,-0.3419960141181946,0.1203320100903511,0.0007444049115292728,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,610,VMC,VMC,50,False,False,0.01,1.0,6.345786094665527,-1.4305115e-06,-0.0008071065
610,610,0.0018879316048696637,0.5959491729736328,0.0005474534118548036,2.0,0.5990672369459673,0.8140145540237427,0.6361227035522461,0.5078125,1.2088001159972919,0.002589190611615777,0.32368290424346924,-0.3109675943851471,-0.05694182217121124,0.00115374312736094,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,611,VMC,VMC,50,False,False,0.01,1.0,6.837350368499756,-1.7881393e-06,-0.0016601682
611,611,-0.0003830994828604162,0.5963743925094604,0.0010319947032257915,2.0,0.5990672369459673,0.8140145540237427,0.6482962369918823,0.497314453125,0.778650207001192,0.0038575271610170603,0.32333657145500183,-0.3549247980117798,0.22006380558013916,0.00210423837415874,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,612,VMC,VMC,50,False,False,0.01,1.0,6.837350368499756,-1.7881393e-06,-0.0016601682
612,612,0.000692964531481266,0.5958839654922485,0.0008143109153024852,2.0,0.5990672369459673,0.8140145540237427,0.6234582662582397,0.4775390625,0.7778396250032529,0.003937093541026115,0.1582525223493576,-0.3807506859302521,0.09203840047121048,0.0020405605901032686,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,613,VMC,VMC,50,False,False,0.01,1.0,6.837350368499756,-1.7881393e-06,-0.0016601682
613,613,0.0003124416689388454,0.5952855348587036,0.0010842687916010618,2.0,0.5990672369459673,0.8140145540237427,0.6360889077186584,0.502685546875,0.7687872200003767,0.0044128079898655415,0.3541979491710663,-0.40435561537742615,0.11913212388753891,0.001960335997864604,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,614,VMC,VMC,50,False,False,0.01,1.0,6.837350368499756,-1.7881393e-06,-0.0016601682
614,614,0.0007687718607485294,0.596023440361023,0.0007212453056126833,2.0,0.5990672369459673,0.8140145540237427,0.6313791275024414,0.496337890625,0.7631555680018209,0.0022442787885665894,0.3501259386539459,-0.3651079833507538,0.12393980473279953,0.0007852339185774326,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,615,VMC,VMC,50,False,False,0.01,1.0,6.837350368499756,-1.7881393e-06,-0.0016601682
615,615,0.000535401573870331,0.596271276473999,0.0007634119247086346,2.0,0.5990672369459673,0.8140145540237427,0.6352747082710266,0.51708984375,1.2133933270015405,0.0038362762425094843,0.22553855180740356,-0.44449567794799805,0.1865452080965042,0.001102740759961307,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,616,VMC,VMC,50,False,False,0.01,1.0,7.4562578201293945,-1.2516975e-06,-0.0021734238
616,616,0.0005117911496199667,0.5964258313179016,0.0006213507149368525,2.0,0.5990672369459673,0.8140145540237427,0.6401857137680054,0.4921875,0.7744296520031639,0.004228598438203335,0.3191455602645874,-0.36287370324134827,0.05052125081419945,0.0014692542608827353,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,617,VMC,VMC,50,False,False,0.01,1.0,7.4562578201293945,-1.2516975e-06,-0.0021734238
617,617,0.0010635207872837782,0.5958467721939087,0.0007379252347163856,2.0,0.5990672369459673,0.8140145540237427,0.6400956511497498,0.509765625,0.7618277260007744,0.0033983231987804174,0.15145495533943176,-0.36597052216529846,0.086678147315979,0.0009183981455862522,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,618,VMC,VMC,50,False,False,0.01,1.0,7.4562578201293945,-1.2516975e-06,-0.0021734238
618,618,-0.00024559826124459505,0.5963234901428223,0.0006837807595729828,2.0,0.5990672369459673,0.8140145540237427,0.6382433176040649,0.48974609375,0.7610728270010441,0.0022897375747561455,0.35997912287712097,-0.32078951597213745,0.05836597830057144,0.0008328582043759525,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,619,VMC,VMC,50,False,False,0.01,1.0,7.4562578201293945,-1.2516975e-06,-0.0021734238
619,619,0.00035856690374203026,0.5967428684234619,0.000534265476744622,2.0,0.5990672369459673,0.8140145540237427,0.6579516530036926,0.521240234375,0.7614745780010708,0.0033501172438263893,0.14220157265663147,-0.38375645875930786,0.0459008514881134,0.0015992787666618824,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,620,VMC,VMC,50,False,False,0.01,1.0,7.4562578201293945,-1.2516975e-06,-0.0021734238
620,620,0.00153265125118196,0.5954681038856506,0.0007594217895530164,2.0,0.5990672369459673,0.8140145540237427,0.6480324268341064,0.501708984375,1.207922983001481,0.003745830850675702,0.13426479697227478,-0.33539879322052,0.039173051714897156,0.0011892529437318444,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,621,VMC,VMC,50,False,False,0.01,1.0,6.603357315063477,-2.1457672e-06,-0.0016017556
621,621,0.0006668741116300225,0.5955144166946411,0.0008199639269150794,2.0,0.5990672369459673,0.8140145540237427,0.6458204388618469,0.487548828125,0.7686109860005672,0.004118137061595917,0.22993025183677673,-0.3546323776245117,0.018251240253448486,0.001804948435164988,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,622,VMC,VMC,50,False,False,0.01,1.0,6.603357315063477,-2.1457672e-06,-0.0016017556
622,622,0.001014515059068799,0.5952798128128052,0.0008409370202571154,2.0,0.5990672369459673,0.8140145540237427,0.645508348941803,0.505126953125,0.771805892996781,0.0026321925688534975,0.6031524538993835,-0.34378278255462646,0.0062019107863307,0.0008194057736545801,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,623,VMC,VMC,50,False,False,0.01,1.0,6.603357315063477,-2.1457672e-06,-0.0016017556
623,623,0.0002772377338260412,0.5963979363441467,0.0006036941194906831,2.0,0.5990672369459673,0.8140145540237427,0.6477952599525452,0.508056640625,0.7702952149993507,0.0016580872470512986,0.2367466688156128,-0.30290690064430237,0.011190403252840042,0.0006386676686815917,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,624,VMC,VMC,50,False,False,0.01,1.0,6.603357315063477,-2.1457672e-06,-0.0016017556
624,624,0.0002220933383796364,0.5967458486557007,0.0003967887896578759,2.0,0.5990672369459673,0.8140145540237427,0.644217848777771,0.503662109375,0.7783395830010704,0.0023060806561261415,0.3727254569530487,-0.33211490511894226,0.1179490014910698,0.0008907300652936101,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,625,VMC,VMC,50,False,False,0.01,1.0,6.603357315063477,-2.1457672e-06,-0.0016017556
625,625,0.0007092043524608016,0.5953595638275146,0.0007686189492233098,2.0,0.5990672369459673,0.8140145540237427,0.633517861366272,0.5009765625,1.2128881930002535,0.002584549831226468,0.14753977954387665,-0.38693487644195557,0.033525507897138596,0.0010327763156965375,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,626,VMC,VMC,50,False,False,0.01,1.0,6.389605522155762,-6.556511e-07,-0.00039702654
626,626,0.0001788090739864856,0.595999538898468,0.0007077758782543242,2.0,0.5990672369459673,0.8140145540237427,0.6455740928649902,0.517822265625,0.7793536550016142,0.0016777943819761276,0.28133854269981384,-0.34778377413749695,0.06888555735349655,0.0006264990661293268,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,627,VMC,VMC,50,False,False,0.01,1.0,6.389605522155762,-6.556511e-07,-0.00039702654
627,627,0.0006022091838531196,0.5953616499900818,0.0011064488207921386,2.0,0.5990672369459673,0.8140145540237427,0.6429097056388855,0.50537109375,0.7922623229969759,0.0026527426671236753,0.424123078584671,-0.36472955346107483,0.12972792983055115,0.0009423179435543716,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,628,VMC,VMC,50,False,False,0.01,1.0,6.389605522155762,-6.556511e-07,-0.00039702654
628,628,0.00023522338597103953,0.5965240597724915,0.0007792319520376623,2.0,0.5990672369459673,0.8140145540237427,0.6498013734817505,0.4990234375,0.7735346599984041,0.0031843536999076605,0.48281046748161316,-0.3349134027957916,0.01367101725190878,0.0013746931217610836,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,629,VMC,VMC,50,False,False,0.01,1.0,6.389605522155762,-6.556511e-07,-0.00039702654
629,629,0.0004527526325546205,0.5964279174804688,0.000578558596316725,2.0,0.5990672369459673,0.8140145540237427,0.6396483182907104,0.4970703125,0.7764905689982697,0.0036882227286696434,0.20282737910747528,-0.3780694305896759,0.10342752188444138,0.0019106859108433127,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,630,VMC,VMC,50,False,False,0.01,1.0,6.389605522155762,-6.556511e-07,-0.00039702654
630,630,0.0007008184911683202,0.5968508720397949,0.0006416962714865804,2.0,0.5990672369459673,0.8140145540237427,0.6623836755752563,0.505615234375,1.2099552289982967,0.0019688315223902464,0.3300650417804718,-0.3415144681930542,0.03966545686125755,0.0005825435509905219,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,631,VMC,VMC,50,False,False,0.01,1.0,7.156655311584473,-2.1457672e-06,-0.0027644038
631,631,0.00017897388897836208,0.5972733497619629,0.0003705983981490135,2.0,0.5990672369459673,0.8140145540237427,0.6439089179039001,0.505615234375,0.7895247980013664,0.002489495789632201,0.0806274339556694,-0.38439732789993286,0.10324717313051224,0.0007271617068909109,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,632,VMC,VMC,50,False,False,0.01,1.0,7.156655311584473,-2.1457672e-06,-0.0027644038
632,632,0.0013788072392344475,0.5951645970344543,0.0009814619552344084,2.0,0.5990672369459673,0.8140145540237427,0.6536535620689392,0.5078125,0.7769451759995718,0.002998010255396366,0.4960809350013733,-0.35806185007095337,0.019804423674941063,0.001101712230592966,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,633,VMC,VMC,50,False,False,0.01,1.0,7.156655311584473,-2.1457672e-06,-0.0027644038
633,633,0.0007402253104373813,0.5952278971672058,0.0009832663927227259,2.0,0.5990672369459673,0.8140145540237427,0.6259282827377319,0.494873046875,0.7721154180035228,0.0036298006307333708,0.27975451946258545,-0.35572192072868347,0.03860749304294586,0.002095281146466732,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,634,VMC,VMC,50,False,False,0.01,1.0,7.156655311584473,-2.1457672e-06,-0.0027644038
634,634,2.7103786123916507e-05,0.5961350202560425,0.0007147755823098123,2.0,0.5990672369459673,0.8140145540237427,0.6505225300788879,0.50341796875,0.772998299999017,0.0036218937020748854,0.5101730823516846,-0.4115719795227051,0.28786781430244446,0.001346165663562715,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,635,VMC,VMC,50,False,False,0.01,1.0,7.156655311584473,-2.1457672e-06,-0.0027644038
635,635,0.0003883926256094128,0.5968812704086304,0.00047769417869858444,2.0,0.5990672369459673,0.8140145540237427,0.661003828048706,0.48681640625,1.233174899000005,0.002871518488973379,0.32491445541381836,-0.36987942457199097,0.00039838950033299625,0.0010148196015506983,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,636,VMC,VMC,50,False,False,0.01,1.0,7.053493976593018,-1.4901161e-06,-0.0017517805
636,636,0.00021522871975321323,0.5951718091964722,0.0011667526559904218,2.0,0.5990672369459673,0.8140145540237427,0.6379616856575012,0.50537109375,0.780021985003259,0.006074358709156513,0.21493253111839294,-0.41414615511894226,0.10587584972381592,0.0033322705421596766,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,637,VMC,VMC,50,False,False,0.01,1.0,7.053493976593018,-1.4901161e-06,-0.0017517805
637,637,0.0020588194020092487,0.595625638961792,0.0007519553182646632,2.0,0.5990672369459673,0.8140145540237427,0.6417609453201294,0.509521484375,0.7864437389980594,0.003431696677580476,0.46888113021850586,-0.2936371862888336,-0.056761451065540314,0.001182006555609405,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,638,VMC,VMC,50,False,False,0.01,1.0,7.053493976593018,-1.4901161e-06,-0.0017517805
638,638,0.00045464938739314675,0.5963813662528992,0.0005465094582177699,2.0,0.5990672369459673,0.8140145540237427,0.6587344408035278,0.50927734375,0.7656154929973127,0.0011902288533747196,0.148617684841156,-0.35930511355400085,0.0038238142151385546,0.00048462848644703627,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,639,VMC,VMC,50,False,False,0.01,1.0,7.053493976593018,-1.4901161e-06,-0.0017517805
639,639,0.0002380675869062543,0.5964856743812561,0.0005485436413437128,2.0,0.5990672369459673,0.8140145540237427,0.6593149900436401,0.508544921875,0.7812655990019266,0.002510074758902192,0.4290448725223541,-0.34535783529281616,0.11990747600793839,0.0010929186828434467,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,640,VMC,VMC,50,False,False,0.01,1.0,7.053493976593018,-1.4901161e-06,-0.0017517805
640,640,0.0005822628736495972,0.5952883958816528,0.0009036780684255064,2.0,0.5990672369459673,0.8140145540237427,0.6206218004226685,0.491455078125,1.2089140150019375,0.0029656956903636456,0.24081966280937195,-0.3512675166130066,0.02160423807799816,0.001374098821543157,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,641,VMC,VMC,50,False,False,0.01,1.0,7.406867504119873,-1.013279e-06,-0.0016741753
641,641,0.0006446795305237174,0.5957040786743164,0.000819708569906652,2.0,0.5990672369459673,0.8140145540237427,0.6599649786949158,0.5087890625,0.7768894790024206,0.0037251017056405544,0.2129192054271698,-0.3262801766395569,0.22014214098453522,0.0019686282612383366,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,642,VMC,VMC,50,False,False,0.01,1.0,7.406867504119873,-1.013279e-06,-0.0016741753
642,642,0.0013919323682785034,0.5959964990615845,0.00047664708108641207,2.0,0.5990672369459673,0.8140145540237427,0.6474433541297913,0.4970703125,0.7690169400011655,0.0012364925350993872,0.3471117615699768,-0.3088546097278595,-0.0018246297258883715,0.000463911856058985,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,643,VMC,VMC,50,False,False,0.01,1.0,7.406867504119873,-1.013279e-06,-0.0016741753
643,643,0.00015835648810025305,0.5965322852134705,0.0005026316503062844,2.0,0.5990672369459673,0.8140145540237427,0.6411355137825012,0.498046875,0.7681642280003871,0.0016458280151709914,0.10263422876596451,-0.3580840528011322,0.0555591881275177,0.0005489649483934045,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,644,VMC,VMC,50,False,False,0.01,1.0,7.406867504119873,-1.013279e-06,-0.0016741753
644,644,0.0003307907027192414,0.5960023999214172,0.0006597469910047948,2.0,0.5990672369459673,0.8140145540237427,0.6365295052528381,0.489013671875,0.787432686000102,0.0032351971603929996,0.11673066020011902,-0.37688568234443665,0.06691478192806244,0.0011230020318180323,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,645,VMC,VMC,50,False,False,0.01,1.0,7.406867504119873,-1.013279e-06,-0.0016741753
645,645,0.0007622111006639898,0.5964213609695435,0.0005524709704332054,2.0,0.5990672369459673,0.8140145540237427,0.6560841798782349,0.509521484375,1.229827604998718,0.0051864441484212875,0.1610884964466095,-0.41909536719322205,0.004236571025103331,0.002052777213975787,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,646,VMC,VMC,50,False,False,0.01,1.0,6.476495742797852,-1.1324883e-06,-0.00074899197
646,646,0.0009514949633739889,0.5952814221382141,0.0006871880032122135,2.0,0.5990672369459673,0.8140145540237427,0.6259744167327881,0.508544921875,0.7770609090002836,0.0045440164394676685,0.08476090431213379,-0.3462035357952118,0.04628664627671242,0.002411492168903351,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,647,VMC,VMC,50,False,False,0.01,1.0,6.476495742797852,-1.1324883e-06,-0.00074899197
647,647,0.00016715642414055765,0.5960859656333923,0.0007405615178868175,2.0,0.5990672369459673,0.8140145540237427,0.6573547720909119,0.497314453125,0.7654763700011245,0.002228798810392618,0.2264636754989624,-0.35095128417015076,0.0756707713007927,0.0007272871444001794,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,648,VMC,VMC,50,False,False,0.01,1.0,6.476495742797852,-1.1324883e-06,-0.00074899197
648,648,-0.0002421555109322071,0.597507655620575,0.00036630977410823107,2.0,0.5990672369459673,0.8140145540237427,0.6477687954902649,0.512939453125,0.784274326000741,0.0030759142246097326,0.4021756649017334,-0.3317625820636749,-0.12136169523000717,0.0011019972153007984,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,649,VMC,VMC,50,False,False,0.01,1.0,6.476495742797852,-1.1324883e-06,-0.00074899197
649,649,0.0013875154545530677,0.5959632396697998,0.0007167240255512297,2.0,0.5990672369459673,0.8140145540237427,0.633224606513977,0.501220703125,0.8051999020026415,0.004195000976324081,0.3699686825275421,-0.3463125228881836,0.009379728697240353,0.001363416900858283,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,650,VMC,VMC,50,False,False,0.01,1.0,6.476495742797852,-1.1324883e-06,-0.00074899197
650,650,-0.0010157787473872304,0.5969783663749695,0.00045333983143791556,2.0,0.5990672369459673,0.8140145540237427,0.6272419095039368,0.50634765625,1.2095130220004648,0.0015267175622284412,0.457784503698349,-0.31851691007614136,0.08135095238685608,0.00048276514280587435,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,651,VMC,VMC,50,False,False,0.01,1.0,7.0174665451049805,-1.9073486e-06,-0.0021230578
651,651,0.0018713092431426048,0.5951720476150513,0.0007466739043593407,2.0,0.5990672369459673,0.8140145540237427,0.6236036419868469,0.49169921875,0.7655489259996102,0.0026565100997686386,0.2585786283016205,-0.32454928755760193,0.13270682096481323,0.0008925404399633408,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,652,VMC,VMC,50,False,False,0.01,1.0,7.0174665451049805,-1.9073486e-06,-0.0021230578
652,652,0.0005601758020929992,0.5961337089538574,0.0005465527065098286,2.0,0.5990672369459673,0.8140145540237427,0.6491129994392395,0.498046875,0.7634029150030983,0.001803894992917776,0.33130672574043274,-0.3602219223976135,0.10421651601791382,0.0005664709606207907,Linear,Linear,1.0,True,1e-07,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,653,VMC,VMC,50,False,False,0.01,1.0,7.0174665451049805,-1.9073486e-06,-0.0021230578
